Time;Campaign;File Name;Longitude;Latitude;RSCP;Ec/Io;PCI/PSC/BSIC;Technology;Home Operator;UARFCN
2022-06-18 15:24:17.509;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09919500;-2.93753800;-99;-15;4;UMTS;Smartfren;10638
2022-06-18 15:24:18.146;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09919500;-2.93753800;-100;-15;4;UMTS;Smartfren;10638
2022-06-18 15:24:18.793;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09908000;-2.93754800;-100;-15;4;UMTS;Smartfren;10638
2022-06-18 15:24:19.416;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09896500;-2.93755800;-101;-16;4;UMTS;Smartfren;10638
2022-06-18 15:24:20.056;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09890800;-2.93756300;-103;-17;4;UMTS;Smartfren;10638
2022-06-18 15:24:20.697;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09885000;-2.93756800;-104;-18;4;UMTS;Smartfren;10638
2022-06-18 15:24:21.338;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09873500;-2.93757800;-106;-19;4;UMTS;Smartfren;10638
2022-06-18 15:24:22.015;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09867800;-2.93758300;-109;-20;4;UMTS;Smartfren;10638
2022-06-18 15:24:22.647;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09862000;-2.93758700;-112;-21;4;UMTS;Smartfren;10638
2022-06-18 15:24:23.290;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09850700;-2.93759500;-114;-22;4;UMTS;Smartfren;10638
2022-06-18 15:24:23.931;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09845000;-2.93759800;-116;-22;4;UMTS;Smartfren;10638
2022-06-18 15:24:24.517;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09839300;-2.93760000;-112;-21;4;UMTS;Smartfren;10638
2022-06-18 15:24:25.178;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09839300;-2.93760000;-110;-19;4;UMTS;Smartfren;10638
2022-06-18 15:24:25.819;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09822100;-2.93760400;-107;-18;4;UMTS;Smartfren;10638
2022-06-18 15:24:26.477;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09816300;-2.93760500;-106;-17;4;UMTS;Smartfren;10638
2022-06-18 15:24:27.109;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09816300;-2.93760500;-104;-16;4;UMTS;Smartfren;10638
2022-06-18 15:24:27.751;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09805000;-2.93760500;-103;-16;4;UMTS;Smartfren;10638
2022-06-18 15:24:28.375;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09793700;-2.93760700;-103;-16;4;UMTS;Smartfren;10638
2022-06-18 15:24:29.018;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09788000;-2.93760700;-103;-16;4;UMTS;Smartfren;10638
2022-06-18 15:24:29.659;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09782300;-2.93760700;-102;-16;4;UMTS;Smartfren;10638
2022-06-18 15:24:30.301;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09782300;-2.93760700;-103;-17;4;UMTS;Smartfren;10638
2022-06-18 15:24:30.941;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09771200;-2.93760700;-103;-17;4;UMTS;Smartfren;10638
2022-06-18 15:24:31.573;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09760200;-2.93760700;-103;-17;4;UMTS;Smartfren;10638
2022-06-18 15:24:32.215;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09760200;-2.93760700;-104;-18;4;UMTS;Smartfren;10638
2022-06-18 15:24:32.896;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09743400;-2.93760600;-105;-18;4;UMTS;Smartfren;10638
2022-06-18 15:24:33.498;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09737800;-2.93760500;-106;-18;4;UMTS;Smartfren;10638
2022-06-18 15:24:34.138;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09737800;-2.93760500;-106;-18;4;UMTS;Smartfren;10638
2022-06-18 15:24:34.779;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09726800;-2.93760200;-106;-18;4;UMTS;Smartfren;10638
2022-06-18 15:24:35.420;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09715700;-2.93759500;-106;-18;4;UMTS;Smartfren;10638
2022-06-18 15:24:36.052;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09715700;-2.93759500;-107;-19;4;UMTS;Smartfren;10638
2022-06-18 15:24:36.694;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09704500;-2.93759200;-107;-19;4;UMTS;Smartfren;10638
2022-06-18 15:24:37.335;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09693300;-2.93758700;-107;-19;4;UMTS;Smartfren;10638
2022-06-18 15:24:37.976;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09693300;-2.93758700;-107;-19;4;UMTS;Smartfren;10638
2022-06-18 15:24:38.618;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09682300;-2.93758000;-108;-19;4;UMTS;Smartfren;10638
2022-06-18 15:24:39.261;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09682300;-2.93758000;-108;-20;4;UMTS;Smartfren;10638
2022-06-18 15:24:39.902;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09666000;-2.93756400;-108;-20;4;UMTS;Smartfren;10638
2022-06-18 15:24:55.232;BP3_DT_05_VOICE DE ON NET;2022-06-18-15-24-53-3251-1402-1515-7748-B.mf;115.09495700;-2.93704500;-116;-22;4;UMTS;Smartfren;10638
2022-06-18 15:24:55.893;BP3_DT_05_VOICE DE ON NET;2022-06-18-15-24-53-3251-1402-1515-7748-B.mf;115.09495700;-2.93704500;-114;-21;4;UMTS;Smartfren;10638
2022-06-18 15:24:56.534;BP3_DT_05_VOICE DE ON NET;2022-06-18-15-24-53-3251-1402-1515-7748-B.mf;115.09495700;-2.93704500;-112;-20;4;UMTS;Smartfren;10638
2022-06-18 15:24:57.175;BP3_DT_05_VOICE DE ON NET;2022-06-18-15-24-53-3251-1402-1515-7748-B.mf;115.09495700;-2.93704500;-111;-20;4;UMTS;Smartfren;10638
2022-06-18 15:24:57.815;BP3_DT_05_VOICE DE ON NET;2022-06-18-15-24-53-3251-1402-1515-7748-B.mf;115.09482100;-2.93696400;-112;-20;4;UMTS;Smartfren;10638
2022-06-18 15:24:58.492;BP3_DT_05_VOICE DE ON NET;2022-06-18-15-24-53-3251-1402-1515-7748-B.mf;115.09477700;-2.93693500;-114;-21;4;UMTS;Smartfren;10638
2022-06-18 15:24:59.124;BP3_DT_05_VOICE DE ON NET;2022-06-18-15-24-53-3251-1402-1515-7748-B.mf;115.09473300;-2.93690700;-116;-22;4;UMTS;Smartfren;10638
2022-06-18 15:24:59.766;BP3_DT_05_VOICE DE ON NET;2022-06-18-15-24-53-3251-1402-1515-7748-B.mf;115.09469000;-2.93687800;-117;-22;4;UMTS;Smartfren;10638
2022-06-18 15:25:00.407;BP3_DT_05_VOICE DE ON NET;2022-06-18-15-24-53-3251-1402-1515-7748-B.mf;115.09460500;-2.93682200;-118;-23;4;UMTS;Smartfren;10638
2022-06-18 15:25:01.049;BP3_DT_05_VOICE DE ON NET;2022-06-18-15-24-53-3251-1402-1515-7748-B.mf;115.09460500;-2.93682200;-119;-23;4;UMTS;Smartfren;10638
2022-06-18 15:25:01.689;BP3_DT_05_VOICE DE ON NET;2022-06-18-15-24-53-3251-1402-1515-7748-B.mf;115.09452200;-2.93676500;-120;-24;4;UMTS;Smartfren;10638
2022-06-18 15:25:02.277;BP3_DT_05_VOICE DE ON NET;2022-06-18-15-24-53-3251-1402-1515-7748-B.mf;115.09443800;-2.93670700;-120;-24;4;UMTS;Smartfren;10638
2022-06-18 15:25:03.037;BP3_DT_05_VOICE DE ON NET;2022-06-18-15-24-53-3251-1402-1515-7748-B.mf;115.09439500;-2.93667900;-120;-24;4;UMTS;Smartfren;10638
2022-06-18 15:25:03.551;BP3_DT_05_VOICE DE ON NET;2022-06-18-15-24-53-3251-1402-1515-7748-B.mf;115.09435300;-2.93665000;-121;-24;4;UMTS;Smartfren;10638
2022-06-18 15:25:04.193;BP3_DT_05_VOICE DE ON NET;2022-06-18-15-24-53-3251-1402-1515-7748-B.mf;115.09435300;-2.93665000;-121;-24;4;UMTS;Smartfren;10638
2022-06-18 15:25:08.865;BP3_DT_05_VOICE DE ON NET;2022-06-18-15-24-53-3251-1402-1515-7748-B.mf;115.09389100;-2.93633400;-104;-15;170;UMTS;Smartfren;10638
2022-06-18 15:25:09.544;BP3_DT_05_VOICE DE ON NET;2022-06-18-15-24-53-3251-1402-1515-7748-B.mf;115.09385000;-2.93630500;-108;-17;170;UMTS;Smartfren;10638
2022-06-18 15:25:10.185;BP3_DT_05_VOICE DE ON NET;2022-06-18-15-24-53-3251-1402-1515-7748-B.mf;115.09385000;-2.93630500;-111;-19;170;UMTS;Smartfren;10638
2022-06-18 15:25:10.772;BP3_DT_05_VOICE DE ON NET;2022-06-18-15-24-53-3251-1402-1515-7748-B.mf;115.09376700;-2.93624800;-114;-20;170;UMTS;Smartfren;10638
2022-06-18 15:25:11.467;BP3_DT_05_VOICE DE ON NET;2022-06-18-15-24-53-3251-1402-1515-7748-B.mf;115.09368300;-2.93619200;-116;-21;170;UMTS;Smartfren;10638
2022-06-18 15:25:12.099;BP3_DT_05_VOICE DE ON NET;2022-06-18-15-24-53-3251-1402-1515-7748-B.mf;115.09368300;-2.93619200;-117;-22;170;UMTS;Smartfren;10638
2022-06-18 15:25:12.740;BP3_DT_05_VOICE DE ON NET;2022-06-18-15-24-53-3251-1402-1515-7748-B.mf;115.09360000;-2.93613800;-118;-23;170;UMTS;Smartfren;10638
2022-06-18 15:25:13.381;BP3_DT_05_VOICE DE ON NET;2022-06-18-15-24-53-3251-1402-1515-7748-B.mf;115.09351800;-2.93608800;-119;-23;170;UMTS;Smartfren;10638
2022-06-18 15:25:14.022;BP3_DT_05_VOICE DE ON NET;2022-06-18-15-24-53-3251-1402-1515-7748-B.mf;115.09347600;-2.93606700;-120;-23;170;UMTS;Smartfren;10638
2022-06-18 15:25:14.609;BP3_DT_05_VOICE DE ON NET;2022-06-18-15-24-53-3251-1402-1515-7748-B.mf;115.09343500;-2.93604500;-120;-24;170;UMTS;Smartfren;10638
2022-06-18 15:25:15.302;BP3_DT_05_VOICE DE ON NET;2022-06-18-15-24-53-3251-1402-1515-7748-B.mf;115.09335500;-2.93601000;-120;-24;170;UMTS;Smartfren;10638
2022-06-18 15:25:15.943;BP3_DT_05_VOICE DE ON NET;2022-06-18-15-24-53-3251-1402-1515-7748-B.mf;115.09335500;-2.93601000;-121;-24;170;UMTS;Smartfren;10638
2022-06-18 15:25:16.576;BP3_DT_05_VOICE DE ON NET;2022-06-18-15-24-53-3251-1402-1515-7748-B.mf;115.09327700;-2.93598200;-121;-24;170;UMTS;Smartfren;10638
2022-06-18 15:25:32.386;BP3_DT_05_VOICE DE ON NET;2022-06-18-15-24-53-3251-1402-1515-7748-B.mf;115.09206500;-2.93588800;-108;-17;39;UMTS;Smartfren;10638
2022-06-18 15:25:33.011;BP3_DT_05_VOICE DE ON NET;2022-06-18-15-24-53-3251-1402-1515-7748-B.mf;115.09202500;-2.93589300;-108;-17;39;UMTS;Smartfren;10638
2022-06-18 15:25:33.652;BP3_DT_05_VOICE DE ON NET;2022-06-18-15-24-53-3251-1402-1515-7748-B.mf;115.09198500;-2.93589700;-109;-18;39;UMTS;Smartfren;10638
2022-06-18 15:25:34.265;BP3_DT_05_VOICE DE ON NET;2022-06-18-15-24-53-3251-1402-1515-7748-B.mf;115.09190200;-2.93590300;-111;-19;39;UMTS;Smartfren;10638
2022-06-18 15:25:51.049;BP3_DT_05_VOICE DE ON NET;2022-06-18-15-24-53-3251-1402-1515-7748-B.mf;115.09063100;-2.93592400;-117;-22;39;UMTS;Smartfren;10638
2022-06-18 15:25:51.653;BP3_DT_05_VOICE DE ON NET;2022-06-18-15-24-53-3251-1402-1515-7748-B.mf;115.09059800;-2.93590700;-118;-23;39;UMTS;Smartfren;10638
2022-06-18 15:25:52.302;BP3_DT_05_VOICE DE ON NET;2022-06-18-15-24-53-3251-1402-1515-7748-B.mf;115.09053000;-2.93587200;-119;-23;39;UMTS;Smartfren;10638
2022-06-18 15:25:52.983;BP3_DT_05_VOICE DE ON NET;2022-06-18-15-24-53-3251-1402-1515-7748-B.mf;115.09053000;-2.93587200;-119;-23;39;UMTS;Smartfren;10638
